प्राति	लिङ्ग्	धातु	गण	उपग्	लक्	पुरु	वच्	__वाक्यम्__
बुध्	पुं	कृ	तन्	पर	विधि	प्रथ्	एक	भुत् कुर्यात्
बुध्	पुं	कृ	तन्	पर	विधि	प्रथ्	द्वि	बुधौ कुर्याताम्
बुध्	पुं	कृ	तन्	पर	विधि	प्रथ्	बहु	बुधः कुर्युः
बुध्	पुं	कृ	तन्	पर	लृट्	प्रथ्	एक	भुत् करिष्यति
बुध्	पुं	कृ	तन्	पर	लृट्	प्रथ्	द्वि	बुधौ करिष्यतः
बुध्	पुं	कृ	तन्	पर	लृट्	प्रथ्	बहु	बुधः करिष्यन्ति
बुध्	पुं	कृ	तन्	पर	लुट्	प्रथ्	एक	भुत् कर्ता
बुध्	पुं	कृ	तन्	पर	लुट्	प्रथ्	द्वि	बुधौ कर्तारौ
बुध्	पुं	कृ	तन्	पर	लुट्	प्रथ्	बहु	बुधः कर्तारः
बुध्	पुं	कृ	तन्	पर	आशीर्	प्रथ्	एक	भुत् क्रियात्
बुध्	पुं	कृ	तन्	पर	आशीर्	प्रथ्	द्वि	बुधौ क्रियास्ताम्
बुध्	पुं	कृ	तन्	पर	आशीर्	प्रथ्	बहु	बुधः क्रियासुः
बुध्	पुं	कृ	तन्	पर	लृङ्	प्रथ्	एक	भुत् अकरिष्यत्
बुध्	पुं	कृ	तन्	पर	लृङ्	प्रथ्	द्वि	बुधौ अकरिष्यताम्
बुध्	पुं	कृ	तन्	पर	लृङ्	प्रथ्	बहु	बुधः अकरिष्यन्
बुध्	पुं	कृ	तन्	पर	लिट्	प्रथ्	एक	भुत् चकार
बुध्	पुं	कृ	तन्	पर	लिट्	प्रथ्	द्वि	बुधौ चक्रतुः
बुध्	पुं	कृ	तन्	पर	लिट्	प्रथ्	बहु	बुधः चक्रुः
बुध्	पुं	कृ	तन्	पर	लुङ्	प्रथ्	एक	भुत् अकार्षीत्
बुध्	पुं	कृ	तन्	पर	लुङ्	प्रथ्	द्वि	बुधौ अकार्ष्टाम्
बुध्	पुं	कृ	तन्	पर	लुङ्	प्रथ्	बहु	बुधः बालकाः-बालिकाःअकार्षुः
बुध्	पुं	क्री	क्र्य्	पर	लट्	प्रथ्	एक	भुत् क्रीणाति
बुध्	पुं	क्री	क्र्य्	पर	लट्	प्रथ्	द्वि	बुधौ क्रीणीतः
बुध्	पुं	क्री	क्र्य्	पर	लट्	प्रथ्	बहु	बुधः क्रीणन्ति
बुध्	पुं	क्री	क्र्य्	पर	लोट्	प्रथ्	एक	भुत् क्रीणातु
बुध्	पुं	क्री	क्र्य्	पर	लोट्	प्रथ्	द्वि	बुधौ क्रीणीताम्
बुध्	पुं	क्री	क्र्य्	पर	लोट्	प्रथ्	बहु	बुधः क्रीणन्तु
बुध्	पुं	क्री	क्र्य्	पर	लङ्	प्रथ्	एक	भुत् अक्रीणात्
बुध्	पुं	क्री	क्र्य्	पर	लङ्	प्रथ्	द्वि	बुधौ अक्रीणीताम्
बुध्	पुं	क्री	क्र्य्	पर	लङ्	प्रथ्	बहु	बुधः अक्रीणन्
बुध्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	एक	भुत् क्रीणीयात्
बुध्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	द्वि	बुधौ क्रीणीयाताम्
बुध्	पुं	क्री	क्र्य्	पर	विधि	प्रथ्	बहु	बुधः क्रीणीयुः
बुध्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	एक	भुत् क्रेष्यति
बुध्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	द्वि	बुधौ क्रेष्यतः
बुध्	पुं	क्री	क्र्य्	पर	लृट्	प्रथ्	बहु	बुधः क्रेष्यन्ति
बुध्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	एक	भुत् क्रेता
बुध्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	द्वि	बुधौ क्रेतारौ
बुध्	पुं	क्री	क्र्य्	पर	लुट्	प्रथ्	बहु	बुधः क्रेतारः
बुध्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	एक	भुत् क्रीयात्
बुध्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	द्वि	बुधौ क्रीयास्ताम्
बुध्	पुं	क्री	क्र्य्	पर	आशीर्	प्रथ्	बहु	बुधः क्रीयासुः
बुध्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	एक	भुत् अक्रेष्यत्
बुध्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	द्वि	बुधौ अक्रेष्यताम्
बुध्	पुं	क्री	क्र्य्	पर	लृङ्	प्रथ्	बहु	बुधः अक्रेष्यन्
बुध्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	एक	भुत् चिक्राय
बुध्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	द्वि	बुधौ चिक्रियतुः
बुध्	पुं	क्री	क्र्य्	पर	लिट्	प्रथ्	बहु	बुधः चिक्रियुः
बुध्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	एक	भुत् अक्रैषीत्
बुध्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	द्वि	बुधौ अक्रैष्टाम्
बुध्	पुं	क्री	क्र्य्	पर	लुङ्	प्रथ्	बहु	बुधः अक्रैषुः
बुध्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	एक	भुत् कथयति
बुध्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	द्वि	बुधौ कथयतः
बुध्	पुं	कथ्	चुर्	पर	लट्	प्रथ्	बहु	बुधः कथयन्ति
बुध्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	एक	भुत् कथयतु
बुध्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	द्वि	बुधौ कथयताम्
बुध्	पुं	कथ्	चुर्	पर	लोट्	प्रथ्	बहु	बुधः कथयन्तु
बुध्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	एक	भुत् अकथयत्
बुध्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	द्वि	बुधौ अकथयताम्
बुध्	पुं	कथ्	चुर्	पर	लङ्	प्रथ्	बहु	बुधः अकथयन्
बुध्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	एक	भुत् कथयेत्
बुध्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	द्वि	बुधौ कथयेताम्
बुध्	पुं	कथ्	चुर्	पर	विधि	प्रथ्	बहु	बुधः कथयेयुः
बुध्	पुं	कथ्	चुर्	पर	लृट्	प्रथ्	एक	भुत् कथयिष्यति
बुध्	पुं	कथ्	चुर्	पर	लृट्	प्रथ्	द्वि	बुधौ कथयिष्यतः
